"exercise_db_id","name","gifUrl","bodyParts","equipments","targetMuscles","secondaryMuscles"
"H6ETwO9","band v-up","https://static.exercisedb.dev/media/H6ETwO9.gif","waist","band","abs","hip flexors"
"H6ybluc","dumbbell single leg squat","https://static.exercisedb.dev/media/H6ybluc.gif","upper legs","dumbbell","glutes","quadriceps|hamstrings|calves"
"h8LFzo9","barbell lying triceps extension skull crusher","https://static.exercisedb.dev/media/h8LFzo9.gif","upper arms","barbell","triceps","shoulders"
"H9y3Dkr","cable two arm curl on incline bench","https://static.exercisedb.dev/media/H9y3Dkr.gif","upper arms","cable","biceps","forearms"
"Ha7SZ3y","kettlebell turkish get up (squat style)","https://static.exercisedb.dev/media/Ha7SZ3y.gif","upper legs","kettlebell","glutes","quadriceps|hamstrings|core"
"hacCyUv","ez barbell close grip preacher curl","https://static.exercisedb.dev/media/hacCyUv.gif","upper arms","ez barbell","biceps","forearms"
"hBGWILP","cable hip adduction","https://static.exercisedb.dev/media/hBGWILP.gif","upper legs","cable","adductors","glutes|quadriceps"
"HbSG1Pw","isometric chest squeeze","https://static.exercisedb.dev/media/HbSG1Pw.gif","chest","body weight","pectorals","triceps|shoulders"
"hbY9wqG","front lever reps","https://static.exercisedb.dev/media/hbY9wqG.gif","back","body weight","upper back","core|shoulders"
"HBYyX94","barbell split squat v. 2","https://static.exercisedb.dev/media/HBYyX94.gif","upper legs","barbell","quads","glutes|hamstrings|calves"
"hC6oYY5","assisted side lying adductor stretch","https://static.exercisedb.dev/media/hC6oYY5.gif","upper legs","assisted","adductors","hamstrings|glutes"
"hCjGsRQ","power point plank","https://static.exercisedb.dev/media/hCjGsRQ.gif","waist","body weight","abs","shoulders|triceps|glutes"
"HDYiZcY","dumbbell cross body hammer curl v. 2","https://static.exercisedb.dev/media/HDYiZcY.gif","upper arms","dumbbell","biceps","forearms"
"HEJ6DIX","cable kickback","https://static.exercisedb.dev/media/HEJ6DIX.gif","upper arms","cable","triceps","shoulders"
"hfmQ0Tz","smith standing back wrist curl","https://static.exercisedb.dev/media/hfmQ0Tz.gif","lower arms","smith machine","forearms","biceps|triceps"
"HfqciZF","straddle maltese","https://static.exercisedb.dev/media/HfqciZF.gif","waist","body weight","abs","shoulders|chest"
"Hgs6Nl1","seated leg raise","https://static.exercisedb.dev/media/Hgs6Nl1.gif","waist","body weight","abs","hip flexors"
"hHy8tQG","cable one arm fly on exercise ball","https://static.exercisedb.dev/media/hHy8tQG.gif","chest","cable","pectorals","deltoids|triceps"
"HIgYKAB","seated wide angle pose sequence","https://static.exercisedb.dev/media/HIgYKAB.gif","upper legs","body weight","hamstrings","quadriceps|calves"
"Hj4FOCd","barbell decline wide-grip pullover","https://static.exercisedb.dev/media/Hj4FOCd.gif","back","barbell","lats","triceps|chest"
"HJ63mSO","barbell lying close-grip triceps extension","https://static.exercisedb.dev/media/HJ63mSO.gif","upper arms","barbell","triceps","shoulders"
"HjdqmZa","one arm chin-up","https://static.exercisedb.dev/media/HjdqmZa.gif","back","body weight","lats","biceps|forearms"
"hjWjJEm","exercise ball hip flexor stretch pointed","https://static.exercisedb.dev/media/hjWjJEm.gif","upper legs","stability ball","glutes","quadriceps|hamstrings"
"hl8DUh8","barbell decline wide-grip press","https://static.exercisedb.dev/media/hl8DUh8.gif","chest","barbell","pectorals","triceps|shoulders"
"hMEptv0","barbell decline bent arm pullover","https://static.exercisedb.dev/media/hMEptv0.gif","back","barbell","lats","triceps|chest"
"HMzLjXx","weighted pull-up","https://static.exercisedb.dev/media/HMzLjXx.gif","back","weighted","lats","biceps|forearms"
"hnOYgH3","ez barbell jm bench press","https://static.exercisedb.dev/media/hnOYgH3.gif","upper arms","ez barbell","triceps","chest|shoulders"
"hoXt6wv","left hook. boxing","https://static.exercisedb.dev/media/hoXt6wv.gif","shoulders","body weight","delts","biceps|triceps|forearms"
"HPlPoQA","cable hammer curl (with rope)","https://static.exercisedb.dev/media/HPlPoQA.gif","upper arms","cable","biceps","forearms"
"hq2hyDH","dumbbell standing preacher curl","https://static.exercisedb.dev/media/hq2hyDH.gif","upper arms","dumbbell","biceps","forearms"
"hrrS0Ed","dumbbell seated lateral raise v. 2","https://static.exercisedb.dev/media/hrrS0Ed.gif","shoulders","dumbbell","delts","traps|triceps"
"hrVQWvE","barbell straight leg deadlift","https://static.exercisedb.dev/media/hrVQWvE.gif","upper legs","barbell","hamstrings","glutes|lower back"
"HsjbB1z","smith sprint lunge","https://static.exercisedb.dev/media/HsjbB1z.gif","upper legs","smith machine","glutes","quadriceps|hamstrings|calves"
"HsvHqgf","dumbbell squat","https://static.exercisedb.dev/media/HsvHqgf.gif","upper legs","dumbbell","glutes","quadriceps|hamstrings|calves"
"ht8xDrP","smith standing behind head military press","https://static.exercisedb.dev/media/ht8xDrP.gif","shoulders","smith machine","delts","triceps|upper back"
"HtfCpfi","star jump (male)","https://static.exercisedb.dev/media/HtfCpfi.gif","cardio","body weight","cardiovascular system","quadriceps|hamstrings|calves"
"hTLtkXL","resistance band seated shoulder press with declined","https://static.exercisedb.dev/media/hTLtkXL.gif","shoulders","resistance band","delts","triceps|upper back"
"HUEqZ1y","barbell side split squat v. 2","https://static.exercisedb.dev/media/HUEqZ1y.gif","upper legs","barbell","quads","glutes|hamstrings|calves"
"hvHhCv8","cable forward raise","https://static.exercisedb.dev/media/hvHhCv8.gif","shoulders","cable","delts","triceps|forearms"
"hvV79Si","cable low seated row","https://static.exercisedb.dev/media/hvV79Si.gif","back","cable","upper back","biceps|forearms"
"hVzPY5j","athletic style battling ropes","https://static.exercisedb.dev/media/hVzPY5j.gif","shoulders","rope","delts","forearms|core"
"hwygydB","dumbbell preacher curl over exercise ball","https://static.exercisedb.dev/media/hwygydB.gif","upper arms","dumbbell","biceps","forearms"
"Hx1WC8I","cable incline triceps extension","https://static.exercisedb.dev/media/Hx1WC8I.gif","upper arms","cable","triceps","shoulders"
"hxyTtWj","dumbbell seated lateral raise","https://static.exercisedb.dev/media/hxyTtWj.gif","shoulders","dumbbell","delts","traps|upper back"
"Hy9D21L","45° side bend","https://static.exercisedb.dev/media/Hy9D21L.gif","waist","body weight","abs","obliques"
"HYe1ZqR","dumbbell incline fly on exercise ball","https://static.exercisedb.dev/media/HYe1ZqR.gif","chest","dumbbell","pectorals","shoulders"
"HZgQPxh","suspended abdominal fallout - inclined variation","https://static.exercisedb.dev/media/HZgQPxh.gif","waist","body weight","abs","obliques|hip flexors"
"i11JWU7","cable standing reverse grip one arm overhead tricep extension","https://static.exercisedb.dev/media/i11JWU7.gif","upper arms","cable","triceps","shoulders"
"I1OBLnn","weighted svend press","https://static.exercisedb.dev/media/I1OBLnn.gif","chest","weighted","pectorals","shoulders|triceps"
"I3tsCnC","hanging leg raise","https://static.exercisedb.dev/media/I3tsCnC.gif","waist","body weight","abs","hip flexors"
"I4hDWkc","push-up","https://static.exercisedb.dev/media/I4hDWkc.gif","chest","body weight","pectorals","triceps|deltoids|core"
"i4JkUaL","barbell side bent v. 2","https://static.exercisedb.dev/media/i4JkUaL.gif","waist","barbell","abs","obliques|lower back"
"I4KkPdl","kettlebell double push press","https://static.exercisedb.dev/media/I4KkPdl.gif","shoulders","kettlebell","delts","triceps|core"
"I4tibZG","kettlebell alternating hang clean","https://static.exercisedb.dev/media/I4tibZG.gif","lower arms","kettlebell","forearms","shoulders|traps|core"
"i5cEhka","decline push-up","https://static.exercisedb.dev/media/i5cEhka.gif","chest","body weight","pectorals","triceps|shoulders"
"I6Ca0a7","complete style ez bar lying close grip triceps extension behind head","https://static.exercisedb.dev/media/I6Ca0a7.gif","upper arms","ez barbell","triceps","shoulders"
"i6LWjok","barbell pullover","https://static.exercisedb.dev/media/i6LWjok.gif","back","barbell","lats","chest|triceps"
"i8BdLTK","dumbbell straight arm pullover","https://static.exercisedb.dev/media/i8BdLTK.gif","chest","dumbbell","pectorals","latissimus dorsi|triceps"
"ia6kIIl","half knee bends (male)","https://static.exercisedb.dev/media/ia6kIIl.gif","cardio","body weight","cardiovascular system","quadriceps|hamstrings|glutes"
"Ia7tumC","dumbbell seated one leg calf raise","https://static.exercisedb.dev/media/Ia7tumC.gif","lower legs","dumbbell","calves","hamstrings|glutes"
"iaapw0g","ez barbell seated triceps extension","https://static.exercisedb.dev/media/iaapw0g.gif","upper arms","ez barbell","triceps","shoulders"
"IaGQCrC","suspended push-up","https://static.exercisedb.dev/media/IaGQCrC.gif","chest","body weight","pectorals","triceps|shoulders|core"
"IBj3nsn","quick feet v. 2 with bent","https://static.exercisedb.dev/media/IBj3nsn.gif","upper legs","body weight","quads","calves|hamstrings"
"iCPqbki","lever narrow grip seated row - strength variation","https://static.exercisedb.dev/media/iCPqbki.gif","back","leverage machine","upper back","biceps|forearms"
"iDGtjyi","chest and front of shoulder stretch micro","https://static.exercisedb.dev/media/iDGtjyi.gif","chest","body weight","pectorals","deltoids"
"Ie9UGty","lever seated calf press","https://static.exercisedb.dev/media/Ie9UGty.gif","lower legs","leverage machine","calves","soleus|hamstrings"
"IeDEXTe","lever seated squat calf raise on leg press machine","https://static.exercisedb.dev/media/IeDEXTe.gif","lower legs","leverage machine","calves","quadriceps|hamstrings|glutes"
"IENzBdA","barbell drag curl","https://static.exercisedb.dev/media/IENzBdA.gif","upper arms","barbell","biceps","forearms"
"IeTIEqg","barbell front chest squat","https://static.exercisedb.dev/media/IeTIEqg.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves|core"
"iFsqlCD","prone medicine ball close grip push up","https://static.exercisedb.dev/media/iFsqlCD.gif","upper arms","medicine ball","triceps","chest|shoulders"
"IGjKj1v","lever narrow grip seated row","https://static.exercisedb.dev/media/IGjKj1v.gif","back","leverage machine","upper back","biceps|forearms"
"IGtBdNT","dumbbell seated hammer curl","https://static.exercisedb.dev/media/IGtBdNT.gif","upper arms","dumbbell","biceps","forearms"
"IH2kr7n","dumbbell decline shrug - rigid variation","https://static.exercisedb.dev/media/IH2kr7n.gif","back","dumbbell","traps","shoulders|rhomboids"
"iK59oEA","dumbbell lying pullover on exercise ball","https://static.exercisedb.dev/media/iK59oEA.gif","chest","dumbbell","pectorals","triceps|shoulders|back"
"IL0JUxR","gironda sternum chin","https://static.exercisedb.dev/media/IL0JUxR.gif","back","body weight","lats","biceps|rhomboids|rear deltoids"
"ila4NZS","barbell deadlift","https://static.exercisedb.dev/media/ila4NZS.gif","upper legs","barbell","glutes","hamstrings|lower back"
"IMRsOCn","squat jerk","https://static.exercisedb.dev/media/IMRsOCn.gif","upper legs","barbell","quads","glutes|hamstrings|calves|core"
"iny3m5y","dead bug","https://static.exercisedb.dev/media/iny3m5y.gif","waist","body weight","abs","hip flexors|lower back"
"Ion0XWz","dumbbell lying on floor rear delt raise","https://static.exercisedb.dev/media/Ion0XWz.gif","shoulders","dumbbell","delts","trapezius|rhomboids"
"ioTf098","cable overhead curl on exercise ball","https://static.exercisedb.dev/media/ioTf098.gif","upper arms","cable","biceps","forearms|shoulders"
"iPm26QU","box jump down with one leg stabilization","https://static.exercisedb.dev/media/iPm26QU.gif","lower legs","body weight","calves","quadriceps|hamstrings|glutes"
"IpONWYv","dumbbell side bend","https://static.exercisedb.dev/media/IpONWYv.gif","waist","dumbbell","abs","obliques"
"Iptlv6x","dumbbell upright row (back pov)","https://static.exercisedb.dev/media/Iptlv6x.gif","shoulders","dumbbell","delts","traps|biceps"
"ipvgBnC","barbell seated calf raise","https://static.exercisedb.dev/media/ipvgBnC.gif","lower legs","barbell","calves","hamstrings"
"iQ241UP","half sit-up (male)","https://static.exercisedb.dev/media/iQ241UP.gif","waist","body weight","abs","hip flexors"
"iqH55N8","fierce style forward lunge (male)","https://static.exercisedb.dev/media/iqH55N8.gif","upper legs","body weight","glutes","quadriceps|hamstrings|calves"
"isAAZWA","side-to-side chin","https://static.exercisedb.dev/media/isAAZWA.gif","back","body weight","lats","biceps|forearms"
"isofgzg","roller back stretch","https://static.exercisedb.dev/media/isofgzg.gif","back","roller","spine","hamstrings|glutes"
"IU4QNJ6","pure chin-up","https://static.exercisedb.dev/media/IU4QNJ6.gif","back","body weight","lats","biceps|forearms"
"IvV6C9M","dumbbell over bench one arm neutral wrist curl","https://static.exercisedb.dev/media/IvV6C9M.gif","upper arms","dumbbell","biceps","forearms"
"IwX5NqK","cable reverse preacher curl","https://static.exercisedb.dev/media/IwX5NqK.gif","upper arms","cable","biceps","forearms"
"IxsFgRT","cable judo flip with static","https://static.exercisedb.dev/media/IxsFgRT.gif","waist","cable","abs","obliques|shoulders"
"iYzB0Cz","barbell full squat (side pov)","https://static.exercisedb.dev/media/iYzB0Cz.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves|core"
"izMnLqz","dumbbell alternate side press","https://static.exercisedb.dev/media/izMnLqz.gif","shoulders","dumbbell","delts","triceps|core"
"iZop9xO","barbell lying triceps extension","https://static.exercisedb.dev/media/iZop9xO.gif","upper arms","barbell","triceps","shoulders"
"IZVHb27","walking lunge","https://static.exercisedb.dev/media/IZVHb27.gif","upper legs","body weight","glutes","quadriceps|hamstrings|calves"
"J1vH2X0","weighted one hand pull up fast","https://static.exercisedb.dev/media/J1vH2X0.gif","back","weighted","lats","biceps|forearms"
"J60bN17","assisted triceps dip (kneeling)","https://static.exercisedb.dev/media/J60bN17.gif","upper arms","leverage machine","triceps","chest|shoulders"
"J6Dx1Mu","barbell close-grip bench press","https://static.exercisedb.dev/media/J6Dx1Mu.gif","upper arms","barbell","triceps","chest|shoulders"
"j6uIfep","contracted kettlebell extended range one arm press on floor","https://static.exercisedb.dev/media/j6uIfep.gif","chest","kettlebell","pectorals","triceps|shoulders"
"j74M6Zn","exercise ball on the wall calf raise (tennis ball between knees)","https://static.exercisedb.dev/media/j74M6Zn.gif","lower legs","dumbbell","calves","quadriceps|hamstrings"
"J74XlNf","dumbbell alternating seated bicep curl on exercise ball","https://static.exercisedb.dev/media/J74XlNf.gif","upper arms","dumbbell","biceps","forearms"
"j7XMAyn","cable upper chest crossovers","https://static.exercisedb.dev/media/j7XMAyn.gif","chest","cable","pectorals","deltoids|triceps"
"j9Q5crt","walking on stepmill","https://static.exercisedb.dev/media/j9Q5crt.gif","cardio","stepmill machine","cardiovascular system","quadriceps|hamstrings|glutes|calves"
"J9zIWig","walking high knees lunge","https://static.exercisedb.dev/media/J9zIWig.gif","cardio","body weight","cardiovascular system","quadriceps|hamstrings|glutes|calves"
"JbC2iaV","spine stretch","https://static.exercisedb.dev/media/JbC2iaV.gif","back","body weight","spine","hamstrings|glutes"
"jCBOdh0","rough cable decline fly","https://static.exercisedb.dev/media/jCBOdh0.gif","chest","cable","pectorals","shoulders|triceps"
"jCrtE9b","one arm slam (with medicine ball)","https://static.exercisedb.dev/media/jCrtE9b.gif","waist","medicine ball","abs","shoulders|back"
"jdiExfW","inverted row with straps","https://static.exercisedb.dev/media/jdiExfW.gif","back","body weight","upper back","biceps|forearms"
"jDnrkar","dumbbell incline one arm hammer press on exercise ball","https://static.exercisedb.dev/media/jDnrkar.gif","upper arms","dumbbell","triceps","shoulders|chest"
